C:\Users\saroj mahato\Desktop\Simulation data\IMG\center_2022_09_08_21_14_50_650.jpg,C:\Users\saroj mahato\Desktop\Simulation data\IMG\left_2022_09_08_21_14_50_650.jpg,C:\Users\saroj mahato\Desktop\Simulation data\IMG\right_2022_09_08_21_14_50_650.jpg,0,0,0,2.117806
C:\Users\saroj mahato\Desktop\Simulation data\IMG\center_2022_09_08_21_14_50_770.jpg,C:\Users\saroj mahato\Desktop\Simulation data\IMG\left_2022_09_08_21_14_50_770.jpg,C:\Users\saroj mahato\Desktop\Simulation data\IMG\right_2022_09_08_21_14_50_770.jpg,0,0,0,2.092333
C:\Users\saroj mahato\Desktop\Simulation data\IMG\center_2022_09_08_21_14_50_898.jpg,C:\Users\saroj mahato\Desktop\Simulation data\IMG\left_2022_09_08_21_14_50_898.jpg,C:\Users\saroj mahato\Desktop\Simulation data\IMG\right_2022_09_08_21_14_50_898.jpg,0,0,0,2.063
C:\Users\saroj mahato\Desktop\Simulation data\IMG\center_2022_09_08_21_14_51_023.jpg,C:\Users\saroj mahato\Desktop\Simulation data\IMG\left_2022_09_08_21_14_51_023.jpg,C:\Users\saroj mahato\Desktop\Simulation data\IMG\right_2022_09_08_21_14_51_023.jpg,0,0,0,2.038186
C:\Users\saroj mahato\Desktop\Simulation data\IMG\center_2022_09_08_21_14_51_089.jpg,C:\Users\saroj mahato\Desktop\Simulation data\IMG\left_2022_09_08_21_14_51_089.jpg,C:\Users\saroj mahato\Desktop\Simulation data\IMG\right_2022_09_08_21_14_51_089.jpg,0,0,0,2.025891
C:\Users\saroj mahato\Desktop\Simulation data\IMG\center_2022_09_08_21_14_51_216.jpg,C:\Users\saroj mahato\Desktop\Simulation data\IMG\left_2022_09_08_21_14_51_216.jpg,C:\Users\saroj mahato\Desktop\Simulation data\IMG\right_2022_09_08_21_14_51_216.jpg,0,0,0,1.997491
C:\Users\saroj mahato\Desktop\Simulation data\IMG\center_2022_09_08_21_14_51_324.jpg,C:\Users\saroj mahato\Desktop\Simulation data\IMG\left_2022_09_08_21_14_51_324.jpg,C:\Users\saroj mahato\Desktop\Simulation data\IMG\right_2022_09_08_21_14_51_324.jpg,0,0,0,1.977449
C:\Users\saroj mahato\Desktop\Simulation data\IMG\center_2022_09_08_21_14_51_442.jpg,C:\Users\saroj mahato\Desktop\Simulation data\IMG\left_2022_09_08_21_14_51_442.jpg,C:\Users\saroj mahato\Desktop\Simulation data\IMG\right_2022_09_08_21_14_51_442.jpg,0,0,0,1.953667
C:\Users\saroj mahato\Desktop\Simulation data\IMG\center_2022_09_08_21_14_51_562.jpg,C:\Users\saroj mahato\Desktop\Simulation data\IMG\left_2022_09_08_21_14_51_562.jpg,C:\Users\saroj mahato\Desktop\Simulation data\IMG\right_2022_09_08_21_14_51_562.jpg,0,0,0,1.93017
C:\Users\saroj mahato\Desktop\Simulation data\IMG\center_2022_09_08_21_14_51_686.jpg,C:\Users\saroj mahato\Desktop\Simulation data\IMG\left_2022_09_08_21_14_51_686.jpg,C:\Users\saroj mahato\Desktop\Simulation data\IMG\right_2022_09_08_21_14_51_686.jpg,0,0,0,1.906956
